amount,Pengeluaran,year_month,year,month,day,category_0,category_1,category_2,account_Cash,account_Metro Card,account_Salary Bank,account_Savings Bank,type_0,type_1,type_2
199.0,199000.0,2024-04,2024,4,1,True,False,False,False,False,False,True,True,False,False
35.0,35000.0,2024-04,2024,4,1,True,False,False,False,False,False,True,True,False,False
100.0,100000.0,2024-04,2024,4,1,True,False,False,True,False,False,False,False,True,False
160.0,160000.0,2024-04,2024,4,1,False,True,False,False,False,True,False,True,False,False
50.0,50000.0,2024-04,2024,4,1,False,True,False,False,False,True,False,True,False,False
50.0,50000.0,2024-04,2024,4,1,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,31,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-03,2024,3,31,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,31,True,False,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,31,True,False,False,False,False,True,False,True,False,False
150.0,150000.0,2024-03,2024,3,31,True,False,False,False,False,True,False,True,False,False
100.0,100000.0,2024-03,2024,3,30,True,False,False,True,False,False,False,True,False,False
90.0,90000.0,2024-03,2024,3,29,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,29,True,False,False,False,False,True,False,True,False,False
60.0,60000.0,2024-03,2024,3,29,False,True,False,False,False,True,False,True,False,False
100.0,100000.0,2024-03,2024,3,28,True,False,False,False,False,True,False,True,False,False
250.0,250000.0,2024-03,2024,3,28,False,True,False,False,False,True,False,True,False,False
5.0,5000.0,2024-03,2024,3,28,False,False,True,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,28,True,False,False,False,False,True,False,False,True,False
0.0,0.0,2024-03,2024,3,28,False,False,True,False,False,True,False,False,False,True
70.0,70000.0,2024-03,2024,3,27,False,True,False,True,False,False,False,True,False,False
40.0,40000.0,2024-03,2024,3,26,False,True,False,False,False,True,False,True,False,False
20.0,20000.0,2024-03,2024,3,26,False,False,True,True,False,False,False,True,False,False
10.0,10000.0,2024-03,2024,3,25,False,False,True,True,False,False,False,True,False,False
10.0,10000.0,2024-03,2024,3,25,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,25,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,25,False,False,True,False,True,False,False,True,False,False
0.0,0.0,2024-03,2024,3,25,False,False,True,True,False,False,False,False,False,True
105.0,105000.0,2024-03,2024,3,24,False,False,True,False,False,True,False,True,False,False
30.0,30000.0,2024-03,2024,3,22,False,False,True,True,False,False,False,True,False,False
10.0,10000.0,2024-03,2024,3,22,False,True,False,False,False,True,False,True,False,False
80.0,80000.0,2024-03,2024,3,22,False,True,False,False,False,True,False,True,False,False
0.0,0.0,2024-03,2024,3,22,False,False,True,False,False,True,False,False,False,True
35.0,35000.0,2024-03,2024,3,22,False,False,True,False,True,False,False,True,False,False
500.0,500000.0,2024-03,2024,3,21,True,False,False,False,False,True,False,True,False,False
259.0,259000.0,2024-03,2024,3,21,True,False,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,21,True,False,False,False,False,True,False,False,True,False
230.0,230000.0,2024-03,2024,3,21,True,False,False,False,False,True,False,True,False,False
200.0,200000.0,2024-03,2024,3,21,False,False,True,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,19,False,False,True,False,True,False,False,True,False,False
25.0,25000.0,2024-03,2024,3,19,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,19,False,False,True,False,True,False,False,True,False,False
260.0,260000.0,2024-03,2024,3,19,False,True,False,False,False,True,False,True,False,False
430.0,430000.0,2024-03,2024,3,19,True,False,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,18,False,False,True,False,True,False,False,True,False,False
110.0,110000.0,2024-03,2024,3,17,False,False,True,True,False,False,False,True,False,False
30.0,30000.0,2024-03,2024,3,16,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,16,True,False,False,False,False,True,False,True,False,False
40.0,40000.0,2024-03,2024,3,15,False,True,False,False,False,True,False,True,False,False
20.0,20000.0,2024-03,2024,3,15,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,15,False,False,True,False,True,False,False,True,False,False
74.0,74000.0,2024-03,2024,3,15,False,False,True,False,False,True,False,True,False,False
105.0,105000.0,2024-03,2024,3,14,False,True,False,False,False,True,False,True,False,False
30.0,30000.0,2024-03,2024,3,13,False,True,False,False,False,True,False,True,False,False
8.0,8000.0,2024-03,2024,3,13,True,False,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,12,True,False,False,False,False,True,False,True,False,False
60.0,60000.0,2024-03,2024,3,12,True,False,False,False,False,True,False,True,False,False
90.0,90000.0,2024-03,2024,3,12,False,True,False,False,False,True,False,True,False,False
150.0,150000.0,2024-03,2024,3,12,False,True,False,False,False,True,False,True,False,False
30.0,30000.0,2024-03,2024,3,12,False,True,False,False,False,True,False,True,False,False
30.0,30000.0,2024-03,2024,3,11,False,True,False,False,False,True,False,True,False,False
9.0,9000.0,2024-03,2024,3,10,True,False,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,10,True,False,False,False,False,True,False,True,False,False
10.0,10000.0,2024-03,2024,3,9,False,True,False,False,False,True,False,True,False,False
200.0,200000.0,2024-03,2024,3,9,False,False,True,False,False,True,False,True,False,False
10.0,10000.0,2024-03,2024,3,8,False,True,False,False,False,True,False,True,False,False
30.0,30000.0,2024-03,2024,3,8,False,True,False,False,False,True,False,True,False,False
60.0,60000.0,2024-03,2024,3,7,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
20.0,20000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
25.0,25000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,7,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-03,2024,3,7,False,False,True,True,False,False,False,True,False,False
0.0,0.0,2024-03,2024,3,7,False,False,True,False,False,True,False,False,False,True
0.0,0.0,2024-03,2024,3,7,False,False,True,False,False,True,False,False,False,True
35.0,35000.0,2024-03,2024,3,6,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-03,2024,3,6,False,True,False,True,False,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,6,False,False,True,False,True,False,False,True,False,False
125.0,125000.0,2024-03,2024,3,6,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,6,True,False,False,False,False,True,False,True,False,False
99.0,99000.0,2024-03,2024,3,6,True,False,False,False,False,True,False,True,False,False
5.53,5530.0,2024-03,2024,3,6,False,False,True,False,False,False,True,False,True,False
35.0,35000.0,2024-03,2024,3,5,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-03,2024,3,5,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,5,False,False,True,False,True,False,False,True,False,False
20.0,20000.0,2024-03,2024,3,4,False,True,False,False,False,True,False,True,False,False
25.0,25000.0,2024-03,2024,3,4,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,4,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,4,False,False,True,False,True,False,False,True,False,False
80.0,80000.0,2024-03,2024,3,4,True,False,False,True,False,False,False,True,False,False
0.0,0.0,2024-03,2024,3,4,False,False,True,False,False,True,False,False,False,True
60.0,60000.0,2024-03,2024,3,3,False,True,False,False,False,True,False,True,False,False
150.0,150000.0,2024-03,2024,3,3,True,False,False,False,False,True,False,True,False,False
100.0,100000.0,2024-03,2024,3,3,False,True,False,False,False,True,False,True,False,False
150.0,150000.0,2024-03,2024,3,3,False,True,False,False,False,True,False,True,False,False
419.0,419000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
476.0,476000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,2,True,False,False,False,False,True,False,True,False,False
60.0,60000.0,2024-03,2024,3,1,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-03,2024,3,1,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,1,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-03,2024,3,1,True,False,False,False,False,True,False,True,False,False
599.0,599000.0,2024-02,2024,2,29,True,False,False,False,False,True,False,True,False,False
60.0,60000.0,2024-02,2024,2,29,False,True,False,False,False,True,False,True,False,False
35.0,35000.0,2024-02,2024,2,29,False,False,True,False,False,True,False,False,True,False
45.02,45020.0,2024-02,2024,2,29,False,False,True,False,False,False,True,True,False,False
0.0,0.0,2024-02,2024,2,29,False,False,True,False,False,False,True,False,True,False
100.0,100000.0,2024-02,2024,2,29,False,False,True,False,False,False,True,True,False,False
100.0,100000.0,2024-02,2024,2,29,True,False,False,True,False,False,False,True,False,False
150.0,150000.0,2024-02,2024,2,29,True,False,False,True,False,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,28,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,28,False,False,True,False,True,False,False,True,False,False
60.0,60000.0,2024-02,2024,2,28,False,True,False,False,False,False,True,True,False,False
35.0,35000.0,2024-02,2024,2,28,False,False,True,True,False,False,False,True,False,False
15.0,15000.0,2024-02,2024,2,28,False,False,True,True,False,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,27,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,27,False,False,True,False,True,False,False,True,False,False
140.0,140000.0,2024-02,2024,2,27,False,True,False,False,False,False,True,True,False,False
10.0,10000.0,2024-02,2024,2,27,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,27,False,True,False,False,False,False,True,True,False,False
35.0,35000.0,2024-02,2024,2,27,False,False,True,False,True,False,False,True,False,False
0.0,0.0,2024-02,2024,2,26,False,False,True,False,False,False,True,False,False,True
10.0,10000.0,2024-02,2024,2,26,False,False,True,True,False,False,False,True,False,False
60.0,60000.0,2024-02,2024,2,26,False,True,False,False,False,False,True,True,False,False
0.0,0.0,2024-02,2024,2,26,False,False,True,False,False,False,True,False,False,True
940.0,940000.0,2024-02,2024,2,26,False,False,True,False,False,False,True,False,True,False
10.0,10000.0,2024-02,2024,2,26,False,False,True,True,False,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,26,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,26,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,26,False,False,True,False,True,False,False,True,False,False
200.0,200000.0,2024-02,2024,2,26,True,False,False,True,False,False,False,True,False,False
50.0,50000.0,2024-02,2024,2,26,True,False,False,True,False,False,False,True,False,False
50.0,50000.0,2024-02,2024,2,24,False,True,False,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,24,False,True,False,True,False,False,False,True,False,False
25.0,25000.0,2024-02,2024,2,23,False,True,False,True,False,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,23,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,23,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,23,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,23,False,False,True,False,True,False,False,True,False,False
50.0,50000.0,2024-02,2024,2,22,True,False,False,False,False,False,True,True,False,False
10.0,10000.0,2024-02,2024,2,22,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,22,False,False,True,False,True,False,False,True,False,False
180.0,180000.0,2024-02,2024,2,22,True,False,False,False,False,False,True,True,False,False
10.0,10000.0,2024-02,2024,2,22,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,22,False,False,True,False,True,False,False,True,False,False
30.0,30000.0,2024-02,2024,2,21,False,True,False,False,False,False,True,True,False,False
10.0,10000.0,2024-02,2024,2,21,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,21,False,False,True,False,True,False,False,True,False,False
259.0,259000.0,2024-02,2024,2,21,True,False,False,False,False,False,True,True,False,False
9.0,9000.0,2024-02,2024,2,20,True,False,False,False,False,False,True,True,False,False
10.0,10000.0,2024-02,2024,2,20,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,20,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,20,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,19,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,19,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,19,False,False,True,False,False,False,True,True,False,False
0.0,0.0,2024-02,2024,2,19,False,False,True,False,False,False,True,False,False,True
0.0,0.0,2024-02,2024,2,18,False,False,True,False,False,False,True,False,False,True
250.0,250000.0,2024-02,2024,2,18,False,True,False,False,False,False,True,True,False,False
40.0,40000.0,2024-02,2024,2,18,False,True,False,False,False,False,True,True,False,False
40.0,40000.0,2024-02,2024,2,18,False,True,False,True,False,False,False,True,False,False
150.0,150000.0,2024-02,2024,2,18,True,False,False,False,False,False,True,True,False,False
50.0,50000.0,2024-02,2024,2,18,True,False,False,True,False,False,False,True,False,False
430.0,430000.0,2024-02,2024,2,17,True,False,False,False,False,False,True,True,False,False
20.0,20000.0,2024-02,2024,2,17,False,True,False,False,False,False,True,True,False,False
16.0,16000.0,2024-02,2024,2,17,False,False,True,True,False,False,False,True,False,False
130.0,130000.0,2024-02,2024,2,17,False,False,True,False,False,False,True,False,True,False
35.0,35000.0,2024-02,2024,2,16,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,16,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,15,False,False,True,False,True,False,False,True,False,False
100.0,100000.0,2024-02,2024,2,14,False,True,False,False,False,False,True,True,False,False
100.0,100000.0,2024-02,2024,2,14,False,False,True,False,False,False,True,True,False,False
100.0,100000.0,2024-02,2024,2,14,False,False,True,False,False,False,True,True,False,False
35.0,35000.0,2024-02,2024,2,13,False,False,True,False,True,False,False,True,False,False
0.0,0.0,2024-02,2024,2,13,False,False,True,False,False,False,True,False,False,True
35.0,35000.0,2024-02,2024,2,13,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,13,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-02,2024,2,12,False,False,True,False,True,False,False,True,False,False
10.0,10000.0,2024-02,2024,2,12,False,False,True,True,False,False,False,True,False,False
2.0,2000.0,2024-02,2024,2,12,False,False,True,False,True,False,False,False,True,False
130.0,130000.0,2024-02,2024,2,11,False,True,False,False,False,False,True,True,False,False
45.0,45000.0,2024-02,2024,2,10,False,True,False,False,False,False,True,True,False,False
20.0,20000.0,2024-02,2024,2,10,False,False,True,True,False,False,False,True,False,False
145.0,145000.0,2024-02,2024,2,9,False,True,False,False,False,False,True,True,False,False
998.0,998000.0,2024-02,2024,2,9,True,False,False,False,False,False,True,True,False,False
2.0,2000.0,2024-02,2024,2,9,False,False,True,False,False,False,True,False,True,False
102.0,102000.0,2024-02,2024,2,8,True,False,False,False,False,False,True,True,False,False
247.0,247000.0,2024-02,2024,2,8,False,True,False,False,False,False,True,True,False,False
2.0,2000.0,2024-02,2024,2,8,False,False,True,False,False,False,True,True,False,False
999.0,999000.0,2024-02,2024,2,8,True,False,False,False,False,False,True,True,False,False
799.0,799000.0,2024-02,2024,2,8,True,False,False,False,False,False,True,True,False,False
35.0,35000.0,2024-02,2024,2,7,False,False,True,False,False,False,True,True,False,False
1.0,1000.0,2024-02,2024,2,7,True,False,False,False,False,False,True,True,False,False
440.0,440000.0,2024-02,2024,2,6,False,False,True,False,False,False,True,True,False,False
35.0,35000.0,2024-02,2024,2,6,True,False,False,False,False,False,True,True,False,False
0.0,0.0,2024-02,2024,2,5,False,False,True,False,False,False,True,False,False,True
90.0,90000.0,2024-02,2024,2,5,False,True,False,False,False,False,True,True,False,False
400.0,400000.0,2024-02,2024,2,5,True,False,False,False,False,False,True,True,False,False
40.0,40000.0,2024-02,2024,2,5,False,False,True,True,False,False,False,True,False,False
4.45,4450.0,2024-02,2024,2,3,True,False,False,False,False,False,True,False,True,False
839.0,839000.0,2024-02,2024,2,3,True,False,False,False,False,False,True,True,False,False
20.0,20000.0,2024-02,2024,2,3,False,False,True,False,False,False,True,True,False,False
35.0,35000.0,2024-02,2024,2,3,True,False,False,False,False,False,True,True,False,False
200.0,200000.0,2024-02,2024,2,2,False,False,True,False,False,False,True,True,False,False
299.0,299000.0,2024-02,2024,2,2,True,False,False,False,False,False,True,True,False,False
99.0,99000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
40.0,40000.0,2024-02,2024,2,1,False,True,False,False,False,False,True,True,False,False
100.0,100000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
100.0,100000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
35.0,35000.0,2024-02,2024,2,1,True,False,False,False,False,False,True,True,False,False
88.0,88000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
100.0,100000.0,2024-01,2024,1,31,False,False,True,False,False,False,True,True,False,False
200.0,200000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
35.0,35000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
60.0,60000.0,2024-01,2024,1,31,False,True,False,False,False,False,True,True,False,False
100.0,100000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,False,True,False
100.0,100000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,True,False,False
35.0,35000.0,2024-01,2024,1,31,True,False,False,False,False,False,True,False,True,False
100.0,100000.0,2024-01,2024,1,30,True,False,False,False,False,False,True,True,False,False
200.0,200000.0,2024-01,2024,1,30,True,False,False,False,False,False,True,False,True,False
100.0,100000.0,2024-01,2024,1,30,True,False,False,False,False,False,True,True,False,False
100.0,100000.0,2024-01,2024,1,29,True,False,False,False,False,False,True,False,True,False
35.0,35000.0,2024-01,2024,1,29,False,False,True,False,False,False,True,True,False,False
700.0,700000.0,2024-01,2024,1,29,True,False,False,False,False,False,True,True,False,False
26.0,26000.0,2024-01,2024,1,27,False,False,True,True,False,False,False,False,True,False
250.0,250000.0,2024-01,2024,1,27,True,False,False,False,False,False,True,True,False,False
60.0,60000.0,2024-01,2024,1,27,False,True,False,False,False,False,True,True,False,False
5.0,5000.0,2024-01,2024,1,27,True,False,False,False,False,False,True,True,False,False
27.0,27000.0,2024-01,2024,1,27,True,False,False,False,False,False,True,True,False,False
50.0,50000.0,2024-01,2024,1,26,False,True,False,False,False,False,True,True,False,False
120.0,120000.0,2024-01,2024,1,25,False,True,False,False,False,False,True,True,False,False
35.0,35000.0,2024-01,2024,1,24,False,False,True,False,False,False,True,True,False,False
1.0,1000.0,2024-01,2024,1,24,False,False,True,False,False,False,True,True,False,False
300.0,300000.0,2024-01,2024,1,24,True,False,False,False,False,False,True,True,False,False
115.0,115000.0,2024-01,2024,1,23,False,True,False,False,False,False,True,True,False,False
30.0,30000.0,2024-01,2024,1,22,True,False,False,False,False,False,True,True,False,False
4.0,4000.0,2024-01,2024,1,21,True,False,False,False,False,False,True,True,False,False
150.0,150000.0,2024-01,2024,1,21,True,False,False,False,False,False,True,True,False,False
259.0,259000.0,2024-01,2024,1,20,True,False,False,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,20,False,False,True,True,False,False,False,True,False,False
20.0,20000.0,2024-01,2024,1,18,False,False,True,True,False,False,False,True,False,False
111.0,111000.0,2024-01,2024,1,18,False,True,False,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,16,False,True,False,False,False,False,True,True,False,False
130.0,130000.0,2024-01,2024,1,16,False,True,False,False,False,False,True,True,False,False
30.0,30000.0,2024-01,2024,1,16,False,False,True,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,16,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-01,2024,1,16,True,False,False,False,False,False,True,True,False,False
75.0,75000.0,2024-01,2024,1,15,False,True,False,False,False,False,True,True,False,False
0.9,900.0,2024-01,2024,1,14,True,False,False,False,False,False,True,True,False,False
30.0,30000.0,2024-01,2024,1,13,False,False,True,False,False,False,True,True,False,False
60.0,60000.0,2024-01,2024,1,13,True,False,False,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,13,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-01,2024,1,12,False,False,True,False,False,False,True,True,False,False
99.0,99000.0,2024-01,2024,1,12,False,True,False,False,False,False,True,True,False,False
30.0,30000.0,2024-01,2024,1,12,False,True,False,False,False,False,True,True,False,False
10.0,10000.0,2024-01,2024,1,11,False,True,False,False,False,False,True,True,False,False
16.0,16000.0,2024-01,2024,1,11,False,False,True,True,False,False,False,False,True,False
5.0,5000.0,2024-01,2024,1,11,False,False,True,True,False,False,False,True,False,False
400.0,400000.0,2024-01,2024,1,11,True,False,False,False,False,False,True,True,False,False
10.0,10000.0,2024-01,2024,1,11,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2024-01,2024,1,11,False,False,True,False,True,False,False,True,False,False
35.0,35000.0,2024-01,2024,1,10,False,False,True,False,True,False,False,True,False,False
20.0,20000.0,2024-01,2024,1,10,False,False,True,False,False,False,True,True,False,False
200.0,200000.0,2024-01,2024,1,9,True,False,False,False,False,False,True,True,False,False
50.22,50220.0,2024-01,2024,1,9,False,False,True,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,9,False,False,True,True,False,False,False,True,False,False
200.0,200000.0,2024-01,2024,1,9,True,False,False,False,False,False,True,False,True,False
35.0,35000.0,2024-01,2024,1,9,False,False,True,False,False,False,True,True,False,False
0.0,0.0,2024-01,2024,1,9,False,False,True,False,False,False,True,False,False,True
20.0,20000.0,2024-01,2024,1,9,False,False,True,True,False,False,False,True,False,False
280.0,280000.0,2024-01,2024,1,8,False,True,False,False,False,False,True,True,False,False
40.0,40000.0,2024-01,2024,1,8,True,False,False,False,False,False,True,True,False,False
25.0,25000.0,2024-01,2024,1,7,False,True,False,True,False,False,False,True,False,False
600.0,600000.0,2024-01,2024,1,7,True,False,False,False,False,False,True,True,False,False
15.0,15000.0,2024-01,2024,1,7,True,False,False,False,False,False,True,True,False,False
72.0,72000.0,2024-01,2024,1,7,True,False,False,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,6,False,False,True,True,False,False,False,True,False,False
10.0,10000.0,2024-01,2024,1,6,False,False,True,True,False,False,False,True,False,False
20.0,20000.0,2024-01,2024,1,6,False,False,True,True,False,False,False,True,False,False
60.0,60000.0,2024-01,2024,1,4,False,True,False,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,4,False,False,True,True,False,False,False,True,False,False
20.0,20000.0,2024-01,2024,1,2,False,False,True,True,False,False,False,True,False,False
50.0,50000.0,2024-01,2024,1,2,False,True,False,False,False,False,True,True,False,False
20.0,20000.0,2024-01,2024,1,2,False,False,True,False,False,False,True,True,False,False
10.0,10000.0,2024-01,2024,1,2,False,False,True,True,False,False,False,True,False,False
300.0,300000.0,2024-01,2024,1,1,False,True,False,False,False,False,True,True,False,False
350.0,350000.0,2024-01,2024,1,1,True,False,False,False,False,False,True,True,False,False
30.0,30000.0,2023-12,2023,12,30,False,True,False,False,False,False,True,True,False,False
30.0,30000.0,2023-12,2023,12,29,True,False,False,False,False,False,True,False,True,False
100.0,100000.0,2023-12,2023,12,29,False,True,False,False,False,False,True,True,False,False
0.0,0.0,2023-12,2023,12,29,False,False,True,True,False,False,False,False,False,True
10.0,10000.0,2023-12,2023,12,29,False,False,True,True,False,False,False,True,False,False
20.0,20000.0,2023-12,2023,12,29,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2023-12,2023,12,28,True,False,False,False,False,False,True,False,True,False
30.0,30000.0,2023-12,2023,12,28,False,True,False,False,False,False,True,True,False,False
20.0,20000.0,2023-12,2023,12,27,False,False,True,False,False,False,True,True,False,False
20.0,20000.0,2023-12,2023,12,27,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2023-12,2023,12,27,True,False,False,False,False,False,True,True,False,False
10.0,10000.0,2023-12,2023,12,27,False,False,True,True,False,False,False,True,False,False
30.0,30000.0,2023-12,2023,12,26,False,True,False,False,False,False,True,True,False,False
70.0,70000.0,2023-12,2023,12,26,False,True,False,False,False,False,True,True,False,False
45.0,45000.0,2023-12,2023,12,26,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2023-12,2023,12,26,False,True,False,False,False,False,True,True,False,False
70.0,70000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
220.0,220000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
20.0,20000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
20.0,20000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
60.0,60000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
40.0,40000.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
187.2,187200.0,2023-12,2023,12,25,False,True,False,False,False,False,True,True,False,False
30.0,30000.0,2023-12,2023,12,25,False,False,True,False,False,False,True,False,True,False
30.0,30000.0,2023-12,2023,12,24,False,True,False,False,False,False,True,True,False,False
4.0,4000.0,2023-12,2023,12,24,False,True,False,False,False,False,True,True,False,False
10.0,10000.0,2023-12,2023,12,24,False,True,False,True,False,False,False,True,False,False
259.0,259000.0,2023-12,2023,12,23,True,False,False,False,False,False,True,True,False,False
60.0,60000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,True,False,False
200.0,200000.0,2023-12,2023,12,22,True,False,False,True,False,False,False,False,True,False
700.0,700000.0,2023-12,2023,12,22,True,False,False,False,False,False,True,False,True,False
20.0,20000.0,2023-12,2023,12,22,False,False,True,False,False,False,True,True,False,False
170.56,170560.0,2023-12,2023,12,22,True,False,False,False,False,False,True,False,True,False
130.0,130000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,True,False,False
40.0,40000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,False,True,False
170.0,170000.0,2023-12,2023,12,22,False,True,False,False,False,False,True,True,False,False
376.0,376000.0,2023-12,2023,12,21,True,False,False,False,False,False,True,True,False,False
35.0,35000.0,2023-12,2023,12,21,True,False,False,False,False,False,True,True,False,False
83.66,83660.0,2023-12,2023,12,21,True,False,False,False,False,False,True,False,True,False
330.0,330000.0,2023-12,2023,12,20,False,True,False,False,False,False,True,True,False,False
55.0,55000.0,2023-12,2023,12,20,False,True,False,False,False,False,True,True,False,False
257.9,257899.99999999997,2023-12,2023,12,20,True,False,False,False,False,False,True,True,False,False
10.0,10000.0,2023-12,2023,12,20,False,False,True,True,False,False,False,True,False,False
20.0,20000.0,2023-12,2023,12,20,False,False,True,True,False,False,False,True,False,False
35.0,35000.0,2023-12,2023,12,20,False,True,False,False,False,False,True,True,False,False
3.0,3000.0,2023-12,2023,12,19,True,False,False,False,False,False,True,False,True,False
300.0,300000.0,2023-12,2023,12,18,False,False,True,True,False,False,False,False,True,False
2.0,2000.0,2023-12,2023,12,18,False,False,True,False,False,False,True,False,True,False
290.0,290000.0,2023-12,2023,12,18,False,True,False,False,False,False,True,True,False,False
295.0,295000.0,2023-12,2023,12,16,True,False,False,False,False,False,True,True,False,False
430.0,430000.0,2023-12,2023,12,16,False,False,True,False,False,False,True,True,False,False
